trial,step,reward, epsilon 
   1463,   36,  36213,  0.12239490776454175
   1464,   37,  38370,  0.12216257241983057
   1465,   39,  41794,  0.12191848534120611
   1466,   37,  37770,  0.12168705436228902
   1467,   34,  33108,  0.12147428292713298
   1468,   33,  31260,  0.12126794692301116
   1469,   60,  83443,  0.12089863394059427
   1470,   38,  39330,  0.1206631054310801
   1471,   37,  37770,  0.12043405746898524
   1472,   29,  22998,  0.12025353729371964
   1473,   38,  39330,  0.12001926552836192
   1474,   36,  36213,  0.1197974296026924
   1475,   36,  35313,  0.11957600370434392
   1476,   34,  31908,  0.11936692346937786
   1477,   26,  19007,  0.11920588282353914
   1478,   36,  35613,  0.11898555030238099
   1479,   35,  34059,  0.11877156360792768
   1480,   47,  56850,  0.11848684653443829
   1481,   33,  30660,  0.1182855849845382
   1482,   34,  31908,  0.11807876106388925
   1483,   34,  31608,  0.11787229877762001
   1484,   36,  35613,  0.11765443116782408
   1485,   38,  39930,  0.11742522284753554
   1486,   33,  30960,  0.11722576456976977
   1487,   36,  37113,  0.1170090919724066
   1488,   36,  35913,  0.11679281985879901
   1489,   39,  40894,  0.11655946182090779
   1490,   35,  33459,  0.11634983826679615
   1491,   39,  41194,  0.11611736532882153
   1492,   37,  37770,  0.11589694628857415
   1493,   37,  37770,  0.11567694565734911
   1494,   38,  39030,  0.11545158977277215
   1495,   38,  39330,  0.11522667291495568
   1496,   35,  34359,  0.11501944628292124
   1497,   37,  37470,  0.1148011113604256
   1498,   56,  72930,  0.11447438582988094
   1499,   41,  45834,  0.114234235861563
   1500,   37,  38370,  0.11401739145968827
   1501,   53,  67425,  0.11370995204667944
   1502,   37,  37770,  0.11349410286317675
   1503,   43,  48990,  0.1132446840626378
   1504,   37,  37470,  0.11302971807108675
   1505,   55,  74890,  0.11271366963351372
   1506,   35,  35559,  0.11251096245164759
   1507,   38,  40830,  0.11229177437295293
   1508,   38,  38730,  0.11207301330521612
   1509,   56,  72930,  0.11175405197898886
   1510,   38,  39330,  0.11153633847440354
   1511,   36,  37113,  0.1113301818479458
   1512,   35,  35259,  0.11112996276633474
   1513,   56,  75030,  0.11081368537481857
